InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ProductID,Category
INV-801534,STK0005,Jeans,11,2025-02-04,39.0,10075,United Kingdom,5,Clothing
INV-576935,STK0008,Toaster,50,2023-07-09,35.0,10048,Ireland,8,Home
INV-838094,STK0001,Smartphone,41,2023-12-07,499.0,10068,United Kingdom,1,Electronics
INV-410997,STK0007,Blender,49,2024-07-09,45.0,10074,Netherlands,7,Home
INV-925954,STK0002,Laptop,40,2023-02-26,999.0,10066,Spain,2,Electronics
INV-154067,STK0002,Laptop,25,2024-01-10,999.0,10047,France,2,Electronics
INV-779658,STK0009,Desk Lamp,46,2023-07-29,25.0,10018,Spain,9,Home
INV-350224,STK0009,Desk Lamp,8,2025-02-09,25.0,10075,Netherlands,9,Home
INV-889759,STK0004,T-Shirt,21,2024-11-27,19.0,10055,Norway,4,Clothing
INV-157105,STK0002,Laptop,24,2024-06-23,999.0,10016,Ireland,2,Electronics
INV-844305,STK0009,Desk Lamp,44,2024-04-07,25.0,10080,Spain,9,Home
INV-938759,STK0002,Laptop,13,2023-03-24,999.0,10051,France,2,Electronics
INV-402380,STK0002,Laptop,7,2023-06-01,999.0,10064,France,2,Electronics
INV-314178,STK0009,Desk Lamp,41,2024-11-29,25.0,10070,France,9,Home
INV-596925,STK0006,Sneakers,27,2023-10-26,79.0,10025,Germany,6,Clothing
INV-123107,STK0004,T-Shirt,34,2023-12-18,19.0,10084,Spain,4,Clothing
INV-609763,STK0010,Novel Book,43,2024-03-31,12.0,10059,Norway,10,Books
INV-694806,STK0003,Headphones,20,2024-05-10,59.0,10048,Norway,3,Electronics
INV-907141,STK0001,Smartphone,10,2023-06-20,499.0,10080,France,1,Electronics
INV-846389,STK0009,Desk Lamp,19,2024-12-26,25.0,10089,France,9,Home
INV-269087,STK0004,T-Shirt,8,2023-05-10,19.0,10057,Norway,4,Clothing
INV-487629,STK0003,Headphones,14,2023-11-21,59.0,10045,France,3,Electronics
INV-491029,STK0008,Toaster,35,2023-05-05,35.0,10004,Italy,8,Home
INV-623676,STK0003,Headphones,30,2025-01-26,59.0,10070,Belgium,3,Electronics
INV-447372,STK0005,Jeans,31,2025-02-11,39.0,10074,France,5,Clothing
INV-938416,STK0010,Novel Book,47,2024-12-06,12.0,10015,Ireland,10,Books
INV-142027,STK0003,Headphones,44,2024-02-16,59.0,10080,Netherlands,3,Electronics
INV-567636,STK0006,Sneakers,6,2023-07-19,79.0,10075,Belgium,6,Clothing
INV-332934,STK0005,Jeans,13,2024-04-01,39.0,10087,Germany,5,Clothing
INV-636648,STK0007,Blender,13,2024-06-07,45.0,10008,Spain,7,Home
INV-516869,STK0003,Headphones,46,2024-01-17,59.0,10002,Norway,3,Electronics
INV-461675,STK0006,Sneakers,20,2023-03-31,79.0,10028,Ireland,6,Clothing
INV-877548,STK0007,Blender,29,2025-07-08,45.0,10055,Italy,7,Home
INV-246347,STK0010,Novel Book,39,2024-05-01,12.0,10068,Spain,10,Books
INV-169327,STK0010,Novel Book,49,2024-10-16,0.0,10035,Italy,10,Books
INV-283388,STK0009,Desk Lamp,30,2023-05-21,25.0,10026,France,9,Home
INV-972712,STK0007,Blender,19,2025-04-26,45.0,10039,Portugal,7,Home
INV-418677,STK0008,Toaster,36,2025-03-21,35.0,10001,France,8,Home
INV-375436,STK0005,Jeans,41,2024-10-31,39.0,10086,Norway,5,Clothing
